Department,Subject,Master Subject,Title,Level,Pre/Co-Requisites
21G,21G.416,21G.416,20th & 21st Century German Lit,U,21G.404
21G,21G.417,21G.417,Cultural Geographies: Germany,U,21G.404 or permission of instructor
21G,21G.418,21G.058,Migration/Race/Ethnicity GER,U,21G.404 or permission of instructor
21G,21G.420,21G.420,German Cinema 1945 to Present,U,21G.404 or permission of instructor
21G,21G.451,21G.401,German I,G,
21G,21G.452,21G.402,German II,G,21G.451 or permission of instructor
21G,21G.501,21G.501,Japanese I,U,
21G,21G.502,21G.502,Japanese II,U,21G.501; or placement test and permission of instructor
21G,21G.011,21G.011,Topics Indian Popular Culture,U,
21G,21G.019,21G.019,Communicating Across Cultures,U,
21G,21G.022,21L.522,International Women's Voices,U,
21G,21G.024,24.906,Linguistc Stud of Bilingualism,U,24.9
21G,21G.026,21G.026,Global Africa: Creative Cultur,U,
21G,21G.027,21G.027,Visualizing Japan/Modern World,U,
21G,21G.030,21G.030,E Asian Cultures: Zen to K-Pop,U,
21G,21G.036,21G.036,Advrtsg & Media: Comprtv Persp,U,
21G,21G.038,21G.038,China in News: Untold Stories,U,
21G,21G.039,21G.039,Gender / Japanese Pop Culture,U,
21G,21G.040,21G.040,Intro Modern Indian Cult & Soc,U,
21G,21G.043,21G.043,Intro to Asian Amer Studies,U,
21G,21G.044,21G.044,Classics of Chinese Literature,U,
21G,21G.045,21G.045,Global Chinese Food,U,
21G,21G.046,21G.046,Modern Chinese Fiction & Film,U,
21G,21G.047,21A.140,Cultures of East Asia,U,
21G,21G.048,21A.141,Images of Asian Women,U,
21G,21G.049,21G.049,French Photography,U,
21G,21G.052,21G.052,French Film Classics,U,
21G,21G.053,21G.053,Contemporary French Politics,U,
21G,21G.054,21H.241,France: Enlightenmt & Revolutn,U,
21G,21G.055,21G.055,Media in Weimar & Nazi Germany,U,
21G,21G.057,21G.057,Gender in Sci Tech & Environt,U,
21G,21G.058,21G.058,Migration Race Ethnicity/Euro,U,
21G,21G.059,21G.059,European Thought and Culture,U,
21G,21G.063,21G.063,Anime: Media and Culture,U,
21G,21G.064,21G.064,Intro to Japanese Culture,U,
21G,21G.065,21G.065,Japanese Literature and Cinema,U,
21G,21G.067,21G.597,Digital Media in Japan and Kor,U,
21G,21G.068,21G.068,Invention of French Theory,U,
21G,21G.070,21G.070,Latin Amer & Global Sixties,U,
21G,21G.072,21G.072,New Latin Am Novel,U,
21G,21G.074,21G.074,Portuguese Popular Culture,U,
21G,21G.075,21G.075,Chinese Migration 1567-Present,U,
21G,21G.077,21G.077,Intro to Classic Russian Lit,U,
21G,21G.078,21H.172,Latin America Through Film,U,
21G,21G.084,17.55,Intro to Latin Amer Studies,U,
21G,21G.085,21H.244,Imperial & Revolutionry Russia,U,
21G,21G.086,21H.245,Soviet & Post-Soviet Pol & Soc,U,
21G,21G.094,21G.094,Cinema in Japan and Korea,U,
21G,21G.101,21G.101,Chinese I (Regular),U,
21G,21G.102,21G.102,Chinese II (Regular),U,21G.101 or permission of instructor
21G,21G.103,21G.103,Chinese III (Regular),U,21G.102 or permission of instructor
21G,21G.104,21G.104,Chinese IV (Regular),U,21G.103 or permission of instructor
21G,21G.105,21G.105,Chinese V (Regular),U,21G.104 or permission of instructor
21G,21G.106,21G.106,Chinese VI (Regular),U,21G.105 or permission of instructor
21G,21G.107,21G.107,Chinese I (Streamlined),U,Permission of instructor
21G,21G.108,21G.108,Chinese II (Streamlined),U,21G.107 or permission of instructor
21G,21G.109,21G.109,Chinese III (Streamlined),U,21G.108 or permission of instructor
21G,21G.110,21G.110,Chinese IV (Streamlined),U,21G.109 or permission of instructor
21G,21G.113,21G.113,Chinese V (Streamlined),U,21G.110 or permission of instructor
21G,21G.120,21G.120,Business Chinese,U,"21G.106, 21G.113, or permission of instructor"
21G,21G.138,21G.138,Romantic Love in Chinese Narr,U,"21G.105, 21G.110, or permission of instructor"
21G,21G.151,21G.101,Chinese I (Regular),G,
21G,21G.152,21G.102,Chinese II (Regular),G,21G.151 or permission of instructor
21G,21G.157,21G.107,Chinese I (Streamlined),G,Permission of instructor
21G,21G.158,21G.108,Chinese II (Streamlined),G,21G.157 or permission of instructor
21H,21H.171,21H.171,"Latin Amer:Revln,Dict,Demo",U,
21H,21H.172,21H.172,Latin America Through Film,U,
21H,21H.181,21H.181,Libertarianism in History,U,
21H,21H.185,21H.185,Intro to Environmental History,U,
21H,21H.201,21H.201,The American Revolution,U,
21H,21H.205,STS.027,Civil War & Modern America,U,Permission of instructor
21H,21H.211,21H.211,US in the Nuclear Age,U,
21H,21H.213,17.28,US Poitics& Society in Wartime,U,
21H,21H.214,21H.214,War and American Society,U,
21H,21H.217,11.013,American Urban History,U,
21H,21H.218,11.014,History of Built Environment,U,
21H,21H.220,21H.220,History of New York City,U,
21H,21H.226,21H.226,"Riots,Strikes,Conspir: Am Hist",U,
21H,21H.227,21H.227,The Constitution in US History,U,
21H,21H.228,21H.228,American Classics,U,
21H,21H.229,21H.229,US Black Radical Tradition,U,
21H,21H.230,21H.230,"Barbarians, Saints,  Emperors",U,
21H,21H.237,21H.237,The City of Athens,U,
21H,21H.238,21H.238,The Vikings,U,
21H,21H.239,21H.239,The City of Rome,U,
21H,21H.240,21H.240,Charlemagne,U,
21H,21H.241,21H.241,France: Enlightenmt & Revolutn,U,
21H,21H.242,21G.322,Frenchness in Globalzation Era,U,One intermediate subject in French or permission of instructor
21H,21H.244,21H.244,Imperial & Revolutionry Russia,U,
21H,21H.245,21H.245,Soviet & Post-Soviet Pol & Soc,U,
21H,21H.253,21G.075,Chinese Migration 1567-Present,U,
21H,21H.260,21H.260,Cities in the Middle East,U,
21H,21H.262,21H.262,Palstne & Arab-Israeli Conflct,U,
21H,21H.263,WGS.220,Wmn & Gndr Mid East & N Africa,U,
21H,21H.273,21H.273,Drug Economies: Latin America,U,
21H,21H.274,21G.731,Hispanic America 1492-1898,U,One intermediate Spanish subject or permission of instructor
21H,21H.285,STS.025,Global Industrial Revolution,U,
21H,21H.315,21H.315,American Consumer Culture,U,
21H,21H.319,21H.319,"Race, Crime  Citizenship",U,
21H,21H.320,21H.320,Gender and Law in US History,U,
21H,21H.321,21H.321,Downtown,U,
21H,21H.322,21H.322,Christianity in America,U,
21H,21H.331,21H.331,Fall of the Roman Republic,U,
21H,21H.333,21H.333,Early Christianity,U,
21H,21H.336,21H.336,Making of a Roman Emperor,U,
21H,21H.343,21H.343,Bookmaking Renaissance & Today,U,
21H,21H.350,21H.350,Business in China Since 1800,U,
21H,21H.351,21H.351,Shanghai 1840 to Present,U,
21H,21H.354,21H.354,World War II in Asia,U,
21H,21H.357,21H.357,South Asian Migrations,U,
21H,21H.358,21H.358,Colonialism in S Asia & Africa,U,
21H,21H.365,21H.365,Minorities Majorities Mid East,U,
21H,21H.380,21H.380,People and Other Animals,U,
21H,21H.381,21H.381,Women and War,U,
21H,21H.382,21H.382,Capitalism in Age of Revolutn,U,
21H,21H.383,21H.383,Technology and Global Economy,U,
21H,21H.385,21H.385,Ghetto: From Venice to Harlem,U,
21H,21H.390,21H.390,Study of History,U,Two History subjects or permission of instructor
21H,21H.391,21H.391,Undergrad Independent Study,U,
21H,21H.392,21H.392,Undergrad Independent Study,U,
21H,21H.902,21H.902,Sem in Amer Hist: 1877-Present,G,"21H.991, permission of instructor"
21H,21H.958,21H.358,Colonialism in S Asia & Africa,G,
21H,21H.980,21H.380,People and Other Animals,G,
21H,21H.981,21H.981,"Nature, Environment, Empire",G,
21H,21H.982,21H.383,Technology and Global Economy,G,
21H,21H.983,21H.983,Gender,G,
21H,21H.991,21H.390,Study of History,G,Permission of instructor
21H,21H.992,21H.992,Graduate Independent Study,G,Permission of instructor
21H,21H.993,21H.993,Graduate Independent Study,G,Permission of instructor
21H,21H.999,21H.999,Teaching History,G,
21H,21H.S01,21H.S01,Special Subject: History,U,Permission of instructor
21H,21H.S02,21H.S02,Special Subject: History,U,Permission of instructor
21H,21H.S03,21H.S03,Special Subject: History,U,
21H,21H.THT,21H.THT,Hist Pre-Thesis Tutorial,U,
21H,21H.THU,21H.THU,History Thesis,U,21H.THT
21H,21H.UR,21H.UR,Undergraduate Research,U,
21H,21H.URG,21H.URG,Undergraduate Research,U,
21H,21H.001,21H.001,How to Stage a Revolution,U,
21H,21H.007,21H.007,Intro Ancient/Medieval Studies,U,
21H,21H.009,21H.009,The World: 1400-Present,U,
21H,21H.101,21H.101,American History to 1865,U,
21H,21H.102,21H.102,America Since 1865,U,
21H,21H.106,24.912,Intro to Black Studies,U,
21H,21H.107,21G.043,Intro to Asian Amer Studies,U,
21H,21H.108,WGS.110,Sexual and Gender Identities,U,
21H,21H.130,21H.130,The Ancient World: Greece,U,
21H,21H.132,21H.132,The Ancient World: Rome,U,
21H,21H.133,21H.133,The Medieval World,U,
21H,21H.134,21H.134,Medieval Econ Hist Compar Pers,U,
21H,21H.141,21H.141,Renaissance to Revolution,U,
21H,21H.151,21H.151,Traditional China,U,
21H,21H.152,21H.152,Modern China,U,
21H,21H.154,21H.154,Inventing the Samurai,U,
21H,21H.155,21H.155,Modern Japan,U,
21H,21H.157,21H.157,Making of Modern South Asia,U,
21H,21H.160,21H.160,"Islam, Middle East, & the West",U,
21H,21H.161,21H.161,Middle East in 20th Century,U,
21H,21H.165,21H.165,Modern African History,U,
21H,21H.170,17.55,Intro to Latin Amer Studies,U,
21L,21L.704,21L.704,Studies in Poetry,U,Two subjects in Literature
21L,21L.705,21L.705,Major Authors,U,Two subjects in Literature
21L,21L.706,21L.706,Studies in Film,U,"21L.011, one subject in Literature or Comparative Media Studies; or permission of instructor"
21L,21L.707,21L.707,Cultural Interpretation,U,Two subjects in Literature or permission of instructor
21L,21L.709,21L.709,Studies in Literary History,U,Two subjects in Literature or History
21L,21L.715,21L.715,Media in Cultural Context,U,Two subjects in Literature or Comparative Media Studies; or permission of instructor
21L,21L.900,21L.900,Independent Study,U,Permission of instructor
21L,21L.901,21L.901,Independent Study,U,Permission of instructor
21L,21L.S88,21L.S88,Special Subject in Literature,U,Permission of instructor
21L,21L.S89,21L.S89,Special Subject in Literature,U,Permission of instructor
21L,21L.S90,21L.S90,Special Subject in Literature,U,Permission of instructor
21L,21L.000,21L.000,Writing About Literature,U,
21L,21L.001,21L.001,Western Lit: Homer to Dante,U,
21L,21L.002,21L.002,Wstrn Lit: Shakespeare-Present,U,
21L,21L.003,21L.003,Reading Fiction,U,
21L,21L.004,21L.004,Reading Poetry,U,
21L,21L.005,21L.005,Introduction to Drama,U,
21L,21L.006,21L.006,American Literature,U,
21L,21L.007,21L.007,World Literatures,U,
21L,21L.008,24.912,Intro to Black Studies,U,
21L,21L.009,21L.009,Shakespeare,U,
21L,21L.010,21L.010,Writing with Shakespeare,U,
21L,21L.011,21L.011,The Film Experience,U,
21L,21L.012,21L.012,Forms of Western Narrative,U,
21L,21L.013,21M.013,Superntrl in Mus Lit&  Culture,U,
21L,21L.014,21H.007,Intro Ancient/Medieval Studies,U,
21L,21L.015,21L.015,Childrens Literature,U,
21L,21L.017,21L.017,Art of the Probable,U,
21L,21L.018,21L.018,Intro to English Literature,U,
21L,21L.019,21L.019,European & Latin Amer Fiction,U,
21L,21L.020,21L.020,Globalization,U,
21L,21L.021,21L.021,Comedy,U,
21L,21L.022,21L.022,Darwin and Design,U,
21L,21L.S91,21L.S91,Special Subject in Literature,U,Permission of instructor
21L,21L.S92,21L.S92,Special Subject in Literature,U,Permission of instructor
21L,21L.S93,21L.S93,Special Subject in Literature,U,Permission of instructor
21L,21L.S94,21L.S94,Special Subject in Literature,U,Permission of instructor
21L,21L.S95,21L.S95,Special Subject in Literature,U,Permission of instructor
21L,21L.S96,21L.S96,Spec Subject in Film & Media,U,Two subjects in Film and Media; permission of the director of Comparative Media Studies
21L,21L.S97,21L.S97,Spec Subject in Film & Media,U,Two subjects in Film and Media; permission of director of Comparative Media Studies
21L,21L.THT,21L.THT,Lit Pre-Thesis Tutorial,U,
21L,21L.THU,21L.THU,Literature Thesis,U,21L.THT
21L,21L.UR,21L.UR,Undergraduate Research,U,
21L,21L.URG,21L.URG,Undergraduate Research,U,
21L,21L.023,21M.223,Folk Music: Britain & N Amer,U,
21L,21L.024,21L.024,Literature & Existentialism,U,
21L,21L.310,21L.310,Bestsellers,U,
21L,21L.315,21L.315,Prizewinners,U,
21L,21L.320,21L.320,Big Books,U,
21L,21L.325,21L.325,Small Wonders,U,
21L,21L.338,21L.338,Reading in the Original,U,Permission of instructor
21L,21L.340,21L.340,Pleasures of Poetry,U,Permission of instructor
21L,21L.345,21L.345,On the Screen,U,Permission of instructor
21L,21L.350,21L.350,Science and Literature,U,
21L,21L.355,21L.355,Literature in the Digital Age,U,
21L,21L.430,21L.430,Popular Culture and Narrative,U,
21L,21L.431,21L.431,Shakespeare on Film & Media,U,
21L,21L.432,21L.432,Understanding Television,U,One subject in Literature or Comparative Media Studies
21L,21L.433,21L.433,Film Styles and Genres,U,21L.011 or permission of instructor
21L,21L.434,21L.434,Science Fiction,U,
21L,21L.435,21L.435,Literature and Film,U,One subject in Literature or Comparative Media Studies
21L,21L.449,21L.449,Wilds of Literature,U,
21L,21L.451,21L.451,Literary Theory,U,
21L,21L.455,21L.455,Ancient Authors,U,
21L,21L.458,21L.458,The Bible,U,
21L,21L.460,21L.460,Arthurian Lit,U,
21L,21L.471,21L.471,Major Novels,U,One subject in Literature
21L,21L.473,21L.473,Jane Austen,U,One subject in Literature
21L,21L.475,21L.475,Enlightenment & Modernity,U,One subject in Literature
21L,21L.480,WGS.245,Identities and Intersections,U,
21L,21L.485,21L.485,Modern Fiction,U,One subject in Literature
21L,21L.486,21L.486,Modern Drama,U,One subject in Literature
21L,21L.487,21L.487,Modern Poetry,U,One subject in Literature
21L,21L.488,21L.488,Contemporary Literature,U,One subject in Literature
21L,21L.489,21W.765,Interactive Narrative,U,
21L,21L.490,21G.077,Intro to Classic Russian Lit,U,
21L,21L.501,21L.501,The American Novel,U,Permission of instructor
21L,21L.504,21L.504,Race and Identity in Amer Lit,U,Permission of instructor
21L,21L.512,21L.512,American Authors,U,"One subject in Literature, permission of instructor"
21L,21L.522,21L.522,International Women's Voices,U,
21L,21L.580,21L.580,Translations,U,
21L,21L.590,21L.590,Cultural Encounter: Lit Abroad,U,Permission of instructor
21L,21L.601,21L.601,Old English and Beowulf,U,
21L,21L.607,21L.607,Greek I,U,
21L,21L.608,21L.608,Greek II,U,21L.607 or permission of instructor
21L,21L.611,21L.611,Latin I,U,
21L,21L.612,21L.612,Latin II,U,21L.611 or permission of instructor
21L,21L.613,21L.613,Latin Readings,U,21L.611 or permission of instructor
21L,21L.614,21L.614,Advanced Latin Readings,U,21L.613; or placement exam and permission of instructor
21L,21L.636,21L.636,Contemp Hispanic Lit & Film,U,One intermediate subject in Spanish or permission of instructor
21L,21L.637,21L.637,Intro to Hispanic Culture,U,One intermediate subject in Spanish or permission of instructor
21L,21L.638,21L.638,Lit & Social Conflict Hispanic,U,One intermediate subject in Spanish or permission of instructor
21L,21L.639,21L.639,Globalization Spanish Nations,U,One intermediate subject in Spanish or permission of instructor
21L,21L.640,21L.640,The New Spain: 1977-Present,U,One intermediate subject in Spanish or permission of instructor
21L,21L.701,21L.701,Literary Methods,U,Two subjects in Literature
21L,21L.702,21L.702,Studies in Fiction,U,Two subjects in Literature
21L,21L.703,21L.703,Studies in Drama,U,Two subjects in Literature
21M,21M.011,21M.011,Introduction to Western Music,U,
21M,21M.013,21M.013,Superntrl in Mus Lit&  Culture,U,
21M,21M.030,21M.030,Introduction to World Music,U,
21M,21M.051,21M.051,Fundamentals of Music,U,
21M,21M.065,21M.065,Intro to Musical Composition,U,
21M,21M.215,21M.215,Music of the Americas,U,Permission of instructor
21M,21M.220,21M.220,Early Music,U,[21M.301]
21M,21M.223,21M.223,Folk Music: Britain & N Amer,U,
21M,21M.226,21M.226,Jazz,U,
21M,21M.235,21M.235,Monteverdi to Mozart,U,21M.301 or permission of instructor
21M,21M.250,21M.250,Beethoven to Mahler,U,21M.301 or permission of instructor
21M,21M.260,21M.260,Stravinsky to the Present,U,21M.301 or permission of instructor
21M,21M.269,21M.269,Studies: Western Music History,U,21M.301 or permission of instructor
21M,21M.271,21M.271,Symphony and Concerto,U,
21M,21M.273,21M.273,Opera,U,
21M,21M.283,21M.283,Musicals,U,"One subject in film, music, or theater; or permission of instructor"
21M,21M.284,21M.284,Film Music,U,
21M,21M.289,21M.289,Western Classical Genres,U,21M.301 or permission of the instructor
21M,21M.291,21M.291,Music of India,U,
21M,21M.292,21M.292,Music of Indonesia,U,
21M,21M.293,21M.293,Music of Africa,U,
21M,21M.294,21M.294,Popular Musics of the World,U,
21M,21M.295,21M.295,American Popular Music,U,
21M,21M.299,21M.299,"World, Traditionl, & Pop Music",U,21M.030 or permission of instructor
21M,21M.301,21M.301,Harmony and Counterpoint I,U,
21M,21M.302,21M.302,Harmony and Counterpoint II,U,21M.301 or permission of instructor
21M,21M.303,21M.303,Writing in Tonal Forms I,U,21M.302
21M,21M.304,21M.304,Writing in Tonal Forms II,U,21M.303
21M,21M.310,21M.310,Techniques: 20th-Century Comp,U,"21M.302, 21M.260, or permission of instructor"
21M,21M.340,21M.340,Jazz Harmony and Arranging,U,"21M.051, 21M.226, or permission of instructor"
21M,21M.341,21M.341,Jazz Composition,U,"21M.226, 21M.340, or permission of instructor"
21M,21M.342,21M.342,Composing for Jazz Orchestra,U,Permission of instructor
21M,21M.351,21M.351,Music Composition,U,"21M.304, 21M.310, or permission of instructor"
21M,21M.355,21M.355,Musical Improvisation,U,Permission of instructor
21M,21M.359,21M.359,Studies in Musical Composition,U,21M.302 or permission of instructor
21M,21M.361,21M.361,Electronic Music Composition I,U,
21M,21M.362,21M.362,Electronc Music Composition II,U,21M.361 or permission of instructor
21M,21M.380,21M.380,Music and Technology,U,Permission of instructor
21M,21M.385,21M.385,Interactive Music Systems,U,"21M.301, 6.01; or permission of instructor"
21M,21M.387,21M.387,Fundamentals of Music Process,U,"21M.051, 6.003, 6.01"
21M,21M.401,21M.401,MIT Concert Choir,U,
21M,21M.405,21M.405,MIT Chamber Chorus,U,
21M,21M.410,21M.410,Vocal Repertoire & Performance,U,[Participation in ensemble for vocalists]
21M,21M.421,21M.421,MIT Symphony,U,
21M,21M.423,21M.423,Conducting and Score-Reading,U,21M.302 or permission of instructor
21M,21M.426,21M.426,MIT Wind Ensemble,U,
21M,21M.442,21M.442,Festival Jazz Ensemble,U,
21M,21M.445,21M.445,Chamber Music Society,U,
21M,21M.450,21M.450,MIT Balinese Gamelan,U,Permission of instructor
21M,21M.451,21M.451,Studio Accompanying: Pianists,U,
21M,21M.460,21M.460,MIT Senegalese Drum Ensemble,U,
21M,21M.480,21M.480,Advanced Music Performance,U,
21M,21M.490,21M.490,Emerson Scholar Solo Recital,U,Permission of instructor
21M,21M.500,21M.500,Adv Seminar in Music,U,Permission of instructor
21M,21M.505,21M.351,Music Composition,G,"21M.304, 21M.310, or permission of instructor"
21M,21M.512,21M.480,Advanced Music Performance,G,
21M,21M.515,21M.410,Vocal Repertoire & Performance,G,
21M,21M.525,21M.490,Emerson Scholars Solo Recital,G,
21M,21M.531,21M.531,Independent Study in Music,U,Permission of instructor
21M,21M.533,21M.533,Independent Study in Music,U,Permission of instructor
21M,21M.580,MAS.825,Music Aesthetics & Media Tech,G,Permission of instructor
21M,21M.581,MAS.826,Projects in Media and Music,G,MAS.825J
21M,21M.585,21M.385,Interactive Music Systems,G,
21M,21M.587,21M.387,Fundamentals of Music Process,G,
21M,21M.600,21M.600,Introduction to Acting,U,
21M,21M.601,21M.601,Drawing for Designers,U,
21M,21M.603,21M.603,Intro to Design for Theater,U,
21M,21M.604,21M.604,Playwriting I,U,
21M,21M.605,21M.605,Voice and Speech for the Actor,U,
21M,21M.606,21M.606,Intro to Stagecraft,U,
21M,21M.611,21M.611,Foundations: Theater Practice,U,
21M,21M.624,21M.624,Acting with the Camera,U,21M.600 or permission of instructor
21M,21M.645,21M.645,Motion Theater,U,
21M,21M.690,21M.690,Sport as Performance,U,
21M,21M.700,21M.700,China on Stage,U,
21M,21M.701,21M.700,China on Stage,G,
21M,21M.704,21M.704,Music Theater Workshop,U,21M.600 or permission of instructor
21M,21M.705,21M.705,The Actor and the Text,U,21M.600 or permission of instructor
21M,21M.706,21M.706,Asian American Theater,U,
21M,21M.710,21M.710,Script Analysis,U,
21M,21M.711,21M.711,Production Seminar,U,
21M,21M.715,21M.715,Topics in Theater Arts,U,Permission of instructor
21M,21M.732,21M.732,Costume Design for Theater,U,Permission of instructor
21M,21M.733,21M.733,Scenic Design,U,21M.603 or permission of instructor
21M,21M.734,21M.734,Lighting Design,U,Permission of instructor
21M,21M.735,21M.735,Tech Design for Performance,U,21M.606 or permission of instructor
21M,21M.785,21M.785,Playwrights' Workshop,U,"21M.604, 21W.754, or permission of instructor"
21M,21M.789,21M.785,Playwrights' Workshop,G,"21M.604, 21W.754, or permission of instructor"
21M,21M.790,21M.790,Director's Craft,U,21M.600; 21M.710 or permission of instructor
21M,21M.791,21M.790,Director's Craft,G,21M.600; 21M.710 or permission of instructor
21M,21M.800,21M.800,Socio-Pol Perspect: Performanc,U,
21M,21M.801,21M.800,Socio-Pol Perspect: Performanc,G,
21M,21M.803,21M.803,Performance Design Workshop,U,Permission of instructor
21M,21M.806,21M.806,Applied Performance and Design,U,Permission of instructor
21M,21M.809,21M.809,Performance Design Intensive,U,Permission of instructor
21M,21M.830,21M.830,Acting: Techniques and Style,U,"21M.624, 21M.705, or permission of instructor"
21M,21M.835,21M.830,Acting: Techniques and Style,G,21M.600
21M,21M.840,21M.840,Performance Media,U,
21M,21M.841,21M.840,Performance Media,G,
21M,21M.842,21M.842,Live Cinema Performance,U,
21M,21M.843,21M.842,Live Cinema Performance,G,
21M,21M.846,21M.846,Topics in Performance Studies,U,
21M,21M.847,21M.846,Topics in Performance Studies,G,
21M,21M.848,21M.848,Advanced Theories of Sport,U,"21M.690, permission of instructor"
21M,21M.851,21M.851,Independent Study: Perf&Design,U,Permission of instructor
21M,21M.862,21M.862,Topics in Performance Practice,U,
21M,21M.863,21M.863,Adv Topics in Theater Arts,U,Permission of instructor
21M,21M.864,21M.864,Research in Theater,U,Permission of instructor
21M,21M.865,21M.865,Research in Theater,G,Permission of instructor
21M,21M.S53,21M.S53,Special Subject in Music,U,Permission of instructor
21M,21M.S54,21M.S54,Special Subject in Music,U,Permission of instructor
21M,21M.THT,21M.THT,Pre-Thesis Tutorial,U,Permission of instructor
21M,21M.THU,21M.THU,Undergraduate Thesis,U,21M.THT
21M,21M.UR,21M.UR,Ugrd Rsch in Music & Thtr Arts,U,
21M,21M.URG,21M.URG,Undergraduate Research,U,
21W,21W.756,21W.756,Writing & Reading Poems,U,
21W,21W.757,21W.757,Fiction Workshop,U,21W.755
21W,21W.758,21W.758,Genre Fiction Workshop,U,Permission of instructor
21W,21W.759,21W.759,Writing Science Fiction,U,
21W,21W.760,21W.760,Writing in the Museum,U,
21W,21W.761,21W.761,(un)Writing the Book,U,
21W,21W.762,21W.762,Poetry Workshop,U,
21W,21W.763,21W.763,Modern Science Fiction,U,
21W,21W.764,21W.764,The Word Made Digital,U,
21W,21W.765,21W.765,Interactive Narrative,U,
21W,21W.767,CMS.612,Writing for Videogames,U,
21W,21W.768,CMS.616,Games and Culture,U,
21W,21W.769,21M.785,Playwrights' Workshop,U,"21M.604, 21W.754, or permission of instructor"
21W,21W.770,21W.770,Advanced Fiction Workshop,U,Permission of instructor
21W,21W.771,21W.771,Advanced Poetry Workshop,U,Prior manuscript submission required
21W,21W.773,21W.773,Longer fiction,U,A fiction workshop or permission of instructor
21W,21W.775,21W.775,Nature and Environment Writing,U,
21W,21W.777,21W.777,Science Writing,U,
21W,21W.778,21W.778,Science Journalism,U,
21W,21W.785,21W.785,Communicating: Web-Based Media,U,
21W,21W.786,21W.786,Social Justice and Documentary,U,
21W,21W.787,21W.787,"Film, Music, and Social Change",U,
21W,21W.788,21W.788,South Asian America,U,
21W,21W.789,21W.789,Communicating with Mobile Tech,U,1.00 or permission of instructor
21W,21W.790,21W.790,Short Documentary,U,
21W,21W.791,CMS.614,Network Cultures,U,
21W,21W.792,21W.792,Science Writing Internship,U,
21W,21W.794,21W.794,Grad Tech Writing Workshop,G,Permission of instructor
21W,21W.798,21W.798,Independent Study: Writing,U,
21W,21W.799,21W.799,Independent Study: Writing,U,
21W,21W.820,STS.477,"Writing:Sci,Technology,Society",G,21H.991J
21W,21W.823,21W.823,Lab Experience Science Writers,G,21W.825
21W,21W.824,21W.752,Advanced Science Documentary,G,"21W.786, 21A.550, or permission of instructor"
21W,21W.825,21W.825,Adv Science Writing Seminar I,G,Permission of instructor
21W,21W.826,21W.826,Adv Science Writing Seminar II,G,21W.825 or permission of instructor.
21W,21W.890,21W.790,Short Documentary,G,
21W,21W.892,21W.892,Science Writing Internship,G,Permission of instructor
21W,21W.898,21W.898,Ind Study: Science Writing,G,Permission of instructor
21W,21W.899,21W.899,Ind Study: Science Writing,G,Permission of instructor
21W,21W.S60,21W.S60,Special Subject: Writing,U,
21W,21W.S96,21W.S96,Special Subject: Writing,G,
21W,21W.THG,21W.THG,Graduate Thesis,G,Permission of instructor
21W,21W.THT,21W.THT,Writing Pre-Thesis Tutorial,U,
21W,21W.THU,21W.THU,Writing Program Thesis,U,21W.THT
21W,21W.UR,21W.UR,Undergraduate Research,U,
21W,21W.URG,21W.URG,Undergraduate Research,U,
21W,21W.011,21W.011,Writing and Rhetoric,U,
21W,21W.012,21W.012,Writing and Rhetoric,U,
21W,21W.013,21W.013,Writing and Rhetoric,U,
21W,21W.014,21W.014,Writing and Rhetoric,U,
21W,21W.015,21W.015,Writing and Rhetoric,U,
21W,21W.016,21W.016,Writing and Rhetoric,U,
21W,21W.021,21W.021,Writing and Experience,U,
21W,21W.022,21W.022,Writing and Experience,U,
21W,21W.026,21W.026,Writing and Experience,U,
21W,21W.031,21W.031,Science Writing and New Media,U,
21W,21W.032,21W.032,Science Writing and New Media,U,
21W,21W.034,21W.034,Science Writing and New Media,U,
21W,21W.035,21W.035,Science Writing and New Media,U,
21W,21W.036,21W.036,Science Writing and New Media,U,
21W,21W.041,21L.000,Writing About Literature,U,
21W,21W.042,21L.010,Writing with Shakespeare,U,
21W,21W.729,ES.729,Engr Communication in Context,U,
21W,21W.734,MAS.377,Write About Objects,U,
21W,21W.735,21W.735,Writing & Reading the Essay,U,Writing sample and permission of instructor
21W,21W.736,21W.736,News Writing,U,
21W,21W.737,CMS.350,21st-Century Journalism,U,
21W,21W.739,21L.022,Darwin and Design,U,
21W,21W.740,21W.740,Writing Autobiography & Biog,U,
21W,21W.741,24.912,Intro to Black Studies,U,
21W,21W.742,21W.742,Writing about Race,U,
21W,21W.743,21W.743,Voice and Meaning: Memoir,U,
21W,21W.744,21W.744,The Art of Comic Book Writing,U,
21W,21W.745,21W.745,Advanced Essay Workshop,U,Permission of instructor
21W,21W.746,21W.746,Humanistic Persp on Medicine,U,
21W,21W.747,21W.747,Rhetoric,U,
21W,21W.748,21W.748,Apocalyptic Storytelling,U,Permission of instructor
21W,21W.749,21W.749,Doc Photography & Journalism,U,Permission of instructor
21W,21W.750,21W.750,Experimental Writing,U,
21W,21W.751,21W.751,Writing for Social Media,U,
21W,21W.752,21W.752,Making Documentary,U,"21W.786, 21A.550, or permission of instructor"
21W,21W.753,CMS.314,Phantasmal Media,U,
21W,21W.754,21M.604,Playwriting I,U,
21W,21W.755,21W.755,Writng & Reading Short Stories,U,
CDO,CDO.THG,CDO.THG,Graduate Thesis,G,Permission of instructor
CDO,CDO.IND,CDO.IND,Independent Study,G,
CMS,CMS.846,21W.764,The Word Made Digital,G,
