Id,Label,timeset,indegree,outdegree,Degree,modularity_class
4.183,4.183,,8,0,8,2
7.76,7.76,,8,0,8,2
CMS.995,CMS.995,,8,0,8,2
7.77,7.77,,13,0,13,0
21M.426,21M.426,,0,0,0,0
1.721,1.721,,3,0,3,4
8.914,8.914,,8,0,8,2
15.276,15.276,,0,0,0,0
7.82,7.82,,8,0,8,2
CSB.100,CSB.100,,8,0,8,2
1.723,1.723,,8,0,8,2
4.189,4.189,,8,0,8,2
21G.S01,21G.S01,,0,0,0,0
16.002,16.002,,5,7,12,4
8.712,8.712,,12,0,12,0
16.004,16.004,,6,7,13,4
8.782,8.782,,4,0,4,0
8.781,8.781,,4,0,4,0
16.09,16.09,,8,5,13,1
CMS.S63,CMS.S63,,0,0,0,0
16.07,16.07,,4,0,4,4
16.101,16.101,,0,0,0,0
CMS.S96,CMS.S96,,8,0,8,2
4.194,4.194,,8,0,8,2
1.74,1.74,,0,0,0,0
16.120,16.120,,11,0,11,0
16.110,16.110,,12,0,12,0
CMS.S97,CMS.S97,,8,0,8,2
1.76,1.76,,12,0,12,0
21G.074,21G.074,,0,0,0,0
8.790,8.790,,7,0,7,0
9.71,9.71,,15,0,15,0
5.061,5.061,,4,0,4,0
8.812,8.812,,5,0,5,0
8.811,8.811,,5,0,5,0
CMS.S99,CMS.S99,,8,0,8,2
24.943,24.943,,8,0,8,2
J,J,,0,17,17,0
8.821,8.821,,5,0,5,0
5.52,5.52,,8,0,8,2
IDS.060,IDS.060,,0,0,0,0
8.831,8.831,,8,0,8,2
10.989,10.989,,8,0,8,2
MAS.S66,MAS.S66,,8,0,8,2
16.121,16.121,,14,0,14,0
16.122,16.122,,14,0,14,0
12.485,12.485,,5,0,5,0
18.089,18.089,,8,0,8,2
16.13,16.13,,12,0,12,0
IDS.061,IDS.061,,12,0,12,0
16.20,16.20,,4,0,4,0
16.201,16.201,,0,0,0,0
CMS.THU,CMS.THU,,6,0,6,1
CMS.THT,CMS.THT,,11,0,11,2
16.30,16.30,,6,1,7,0
8.871,8.871,,4,0,4,0
CMS.UR,CMS.UR,,0,0,0,0
8.872,8.872,,4,0,4,0
10.990,10.990,,0,0,0,0
1.83,1.83,,2,0,2,4
8.901,8.901,,8,0,8,2
16.355,16.355,,8,0,8,2
16.35,16.35,,5,0,5,0
1.841,1.841,,4,0,4,0
16.36,16.36,,4,0,4,1
1.84,1.84,,4,0,4,0
WGS.111,WGS.111,,0,0,0,0
21G.904,21G.904,,15,0,15,0
16.393,16.393,,12,0,12,0
18.098,18.098,,8,0,8,2
16.410,16.410,,5,0,5,0
16.420,16.420,,5,0,5,0
16.821,16.821,,8,0,8,2
HST.514,HST.514,,8,0,8,2
24.946,24.946,,8,0,8,2
16.440,16.440,,15,0,15,0
15.4331,15.4331,,5,0,5,0
18.095,18.095,,8,0,8,1
21M.013,21M.013,,0,0,0,0
MAS.940,MAS.940,,8,0,8,2
6.436,6.436,,8,1,9,1
24.947,24.947,,0,0,0,0
16.459,16.459,,0,0,0,0
21G.038,21G.038,,14,0,14,0
16.470,16.470,,15,0,15,0
11.S198,11.S198,,0,0,0,0
21G.044,21G.044,,14,0,14,0
6.621,6.621,,8,0,8,0
16.522,16.522,,13,0,13,0
16.863,16.863,,8,0,8,2
16.885,16.885,,8,0,8,2
FIRST-YEAR,FIRST-YEAR,,0,2,2,5
4.216,4.216,,8,0,8,2
21G.075,21G.075,,14,0,14,0
6.438,6.438,,4,0,4,1
16.886,16.886,,8,0,8,2
11.S939,11.S939,,0,0,0,0
18.099,18.099,,8,0,8,2
4.S44,4.S44,,8,0,8,2
11.S940,11.S940,,8,0,8,2
21G.199,21G.199,,2,0,2,3
15.218,15.218,,0,0,0,0
5.069,5.069,,2,0,2,4
21G.218,21G.218,,0,0,0,0
11.S942,11.S942,,8,0,8,2
16.64,16.64,,5,0,5,0
IDS.338,IDS.338,,13,0,13,0
11.S943,11.S943,,8,0,8,2
16.66,16.66,,0,1,1,14
16.682,16.682,,0,0,0,0
16.691,16.691,,0,0,0,0
16.72,16.72,,8,0,8,2
15.093,15.093,,0,1,1,1
11.328,11.328,,0,1,1,3
IDS.449,IDS.449,,12,0,12,2
16.90,16.90,,7,0,7,1
18.100B,18.100B,,8,11,19,1
16.767,16.767,,8,0,8,2
11.S951,11.S951,,8,0,8,2
16.82,16.82,,8,0,8,2
8.952,8.952,,2,0,2,4
16.842,16.842,,8,0,8,2
16.851,16.851,,8,0,8,2
CMS.621,CMS.621,,0,0,0,0
IDS.336,IDS.336,,8,0,8,2
8.972,8.972,,8,0,8,2
STS.471,STS.471,,8,0,8,2
21G.228,21G.228,,0,0,0,0
16.89,16.89,,13,0,13,0
STS.463,STS.463,,0,0,0,0
3.072,3.072,,6,0,6,0
9.S51,9.S51,,0,0,0,0
9.941,9.941,,8,0,8,2
11.302,11.302,,8,0,8,2
8.981,8.981,,8,0,8,2
16.971,16.971,,0,0,0,0
16.940,16.940,,10,0,10,1
16.980,16.980,,8,0,8,2
1.205,1.205,,12,0,12,0
16.981,16.981,,8,0,8,2
CMS.631,CMS.631,,0,0,0,0
1.899,1.899,,8,0,8,2
5.08,5.08,,3,0,3,4
16.999,16.999,,0,0,0,0
1.968,1.968,,8,0,8,2
8.995,8.995,,0,0,0,0
4.552,4.552,,8,0,8,2
8.S04,8.S04,,3,0,3,4
15.132,15.132,,0,0,0,0
21G.303,21G.303,,14,0,14,0
8.S421,8.S421,,8,0,8,2
1.999,1.999,,0,0,0,0
4.541,4.541,,4,0,4,0
1.S82,1.S82,,8,0,8,2
21G.304,21G.304,,14,0,14,0
15.280,15.280,,8,0,8,2
8.THG,8.THG,,8,0,8,2
16.S685,16.S685,,8,0,8,2
1.S978,1.S978,,8,0,8,2
16.S688,16.S688,,0,0,0,0
CMS.801,CMS.801,,8,0,8,2
16.S890,16.S890,,8,0,8,2
16.S893,16.S893,,0,0,0,0
16.S896,16.S896,,8,0,8,2
16.S199,16.S199,,8,0,8,2
8.S851,8.S851,,2,0,2,4
16.S898,16.S898,,8,0,8,2
16.S899,16.S899,,8,0,8,2
16.S948,16.S948,,8,0,8,2
9.011,9.011,,8,0,8,2
16.S949,16.S949,,8,0,8,2
1.S981,1.S981,,8,0,8,2
16.S983,16.S983,,0,0,0,0
17.436,17.436,,0,0,0,0
16.THG,16.THG,,0,0,0,0
1.S982,1.S982,,8,0,8,2
24.04,24.04,,0,0,0,0
8.UR,8.UR,,0,0,0,0
21H.181,21H.181,,0,0,0,0
17.03,17.03,,0,0,0,0
4.S51,4.S51,,0,0,0,0
9.00,9.00,,0,6,6,3
11.S197,11.S197,,0,0,0,0
4.130,4.130,,8,0,8,2
1.THG,1.THG,,8,0,8,2
7.32,7.32,,10,1,11,1
14.444,14.444,,5,0,5,0
5.112,5.112,,0,0,0,0
16.S399,16.S399,,8,0,8,2
4.553,4.553,,8,0,8,2
CC.111,CC.111,,0,0,0,0
9.S912,9.S912,,8,0,8,2
CC.117,CC.117,,0,0,0,0
17.115,17.115,,0,0,0,0
CMS.405,CMS.405,,8,0,8,0
17.150,17.150,,8,0,8,2
17.154,17.154,,8,0,8,2
16.S499,16.S499,,8,0,8,2
17.156,17.156,,8,0,8,2
17.172,17.172,,8,0,8,2
17.178,17.178,,8,0,8,2
U,U,,0,4,4,1
17.181,17.181,,0,0,0,0
2.001,2.001,,3,11,14,4
WGS.101,WGS.101,,0,0,0,0
MAS.863,MAS.863,,8,0,8,2
17.195,17.195,,8,0,8,2
17.198,17.198,,8,0,8,2
17.20,17.20,,0,0,0,0
17.200,17.200,,8,0,8,2
17.210,17.210,,5,0,5,0
17.245,17.245,,0,0,0,0
15.437,15.437,,5,0,5,0
14.451,14.451,,2,4,6,3
17.270,17.270,,8,0,8,2
16.422,16.422,,8,0,8,2
11.S199,11.S199,,0,0,0,0
17.309,17.309,,0,0,0,0
15.S26,15.S26,,8,0,8,2
17.317,17.317,,0,0,0,0
21L.005,21L.005,,0,0,0,0
24.960,24.960,,2,0,2,9
8.03,8.03,,2,13,15,4
SCM.THG,SCM.THG,,0,0,0,0
5.310,5.310,,4,4,8,4
STS.081,STS.081,,0,0,0,0
21A.331,21A.331,,0,0,0,0
17.40,17.40,,0,0,0,0
17.401,17.401,,0,0,0,0
17.407,17.407,,8,0,8,2
18.101,18.101,,7,1,8,1
17.408,17.408,,8,0,8,2
17.41,17.41,,0,0,0,0
17.411,17.411,,8,0,8,2
15.394,15.394,,0,0,0,0
17.418,17.418,,8,0,8,2
17.42,17.42,,0,0,0,0
17.420,17.420,,8,0,8,2
17.424,17.424,,8,0,8,2
17.428,17.428,,8,0,8,2
17.426,17.426,,14,0,14,0
17.430,17.430,,8,0,8,2
17.432,17.432,,8,0,8,2
17.433,17.433,,0,0,0,0
21M.421,21M.421,,0,0,0,0
17.445,17.445,,0,0,0,0
17.447,17.447,,0,0,0,0
21G.221,21G.221,,8,0,8,2
21L.007,21L.007,,0,0,0,0
17.506,17.506,,8,0,8,2
4.S47,4.S47,,8,0,8,2
17.515,17.515,,0,0,0,0
17.516,17.516,,8,0,8,2
17.524,17.524,,8,0,8,2
17.53,17.53,,0,0,0,0
17.537,17.537,,0,0,0,0
21G.220,21G.220,,0,0,0,0
15.438,15.438,,5,0,5,0
12.717,12.717,,8,0,8,2
17.55,17.55,,0,0,0,0
17.56,17.56,,0,0,0,0
24.962,24.962,,6,0,6,0
17.561,17.561,,0,0,0,0
17.565,17.565,,0,0,0,0
11.S941,11.S941,,8,0,8,2
17.567,17.567,,0,0,0,0
5.351,5.351,,8,0,8,1
17.568,17.568,,8,0,8,2
17.569,17.569,,0,0,0,0
21H.245,21H.245,,0,0,0,0
17.571,17.571,,0,0,0,0
17.572,17.572,,8,0,8,2
17.578,17.578,,8,0,8,2
STS.044,STS.044,,0,0,0,0
12.001,12.001,,0,1,1,4
17.581,17.581,,0,0,0,0
15.307,15.307,,0,0,0,0
17.582,17.582,,8,0,8,2
15.949,15.949,,0,0,0,0
17.584,17.584,,8,0,8,2
17.588,17.588,,8,0,8,2
17.590,17.590,,8,0,8,2
17.591,17.591,,8,0,8,2
17.800,17.800,,8,1,9,2
WGS.229,WGS.229,,0,0,0,0
17.801,17.801,,0,0,0,0
21L.009,21L.009,,0,0,0,0
17.802,17.802,,14,0,14,0
17.803,17.803,,13,0,13,0
5.352,5.352,,4,1,5,0
16.S798,16.S798,,8,0,8,2
16.S799,16.S799,,8,0,8,2
CC.S11,CC.S11,,0,0,0,0
17.804,17.804,,14,0,14,0
21L.010,21L.010,,0,0,0,0
24.965,24.965,,8,0,8,2
17.909,17.909,,0,0,0,0
17.922,17.922,,0,0,0,0
1.69,1.69,,4,0,4,0
16.S897,16.S897,,8,0,8,2
20.S940,20.S940,,8,0,8,2
4.581,4.581,,8,0,8,2
HST.015,HST.015,,0,0,0,0
10.28L,10.28L,,13,0,13,4
24.964,24.964,,6,0,6,0
CMS.844,CMS.844,,0,0,0,0
7.342,7.342,,6,0,6,0
15.223,15.223,,0,0,0,0
17.THU,17.THU,,0,0,0,0
11.S944,11.S944,,8,0,8,2
4.162,4.162,,8,0,8,2
17.URG,17.URG,,0,0,0,0
15.S30,15.S30,,0,0,0,0
2.073,2.073,,5,0,5,0
4.580,4.580,,0,0,0,0
HST.021,HST.021,,8,0,8,2
CC.012,CC.012,,0,0,0,0
8.881,8.881,,3,0,3,0
15.481,15.481,,5,0,5,0
5.36,5.36,,0,0,0,0
11.307,11.307,,8,0,8,2
6.998,6.998,,0,0,0,0
9.14,9.14,,4,0,4,0
20.THU,20.THU,,0,0,0,0
4.583,4.583,,8,0,8,2
18.02,18.02,,8,0,8,1
20.URG,20.URG,,0,0,0,0
18.03,18.03,,8,61,69,4
18.031,18.031,,5,0,5,0
WGS.301,WGS.301,,0,0,0,0
18.032,18.032,,8,13,21,4
18.05,18.05,,8,5,13,1
17.000,17.000,,8,0,8,2
2.689,2.689,,8,0,8,2
18.04,18.04,,3,2,5,4
21G.401,21G.401,,0,0,0,0
CMS.622,CMS.622,,0,0,0,0
4.584,4.584,,8,0,8,2
21.THU,21.THU,,5,0,5,1
17.483,17.483,,8,0,8,2
18.085,18.085,,3,7,10,4
18.086,18.086,,3,0,3,4
21.THT,21.THT,,0,0,0,0
6.544,6.544,,8,0,8,2
6.545,6.545,,8,0,8,2
W,W,,0,7,7,0
15.227,15.227,,5,0,5,0
11.S946,11.S946,,8,0,8,2
24.970,24.970,,8,0,8,2
4.582,4.582,,13,0,13,0
4.163,4.163,,13,0,13,0
4.S52,4.S52,,8,0,8,2
15.445,15.445,,5,0,5,3
16.930,16.930,,6,0,6,0
22.011,22.011,,0,0,0,0
IDS.900,IDS.900,,8,0,8,2
CC.1802,CC.1802,,4,0,4,4
11.S947,11.S947,,8,0,8,2
CMS.628,CMS.628,,8,0,8,2
21M.405,21M.405,,0,0,0,0
18.102,18.102,,7,0,7,1
4.589,4.589,,8,0,8,2
STS.042,STS.042,,0,0,0,0
22.02,22.02,,4,0,4,4
18.103,18.103,,7,0,7,1
18.104,18.104,,8,0,8,0
CC.200,CC.200,,8,0,8,2
22.04,22.04,,0,0,0,0
11.S948,11.S948,,8,0,8,2
4.182,4.182,,8,0,8,2
4.591,4.591,,8,0,8,2
CC.182A,CC.182A,,4,0,4,4
18.117,18.117,,2,0,2,1
18.118,18.118,,9,0,9,2
21G.409,21G.409,,6,2,8,0
CC.210,CC.210,,8,0,8,2
18.125,18.125,,8,0,8,0
18.137,18.137,,8,0,8,2
1.714,1.714,,13,0,13,0
18.152,18.152,,7,0,7,1
6.941,6.941,,0,0,0,0
18.156,18.156,,4,0,4,0
CMS.633,CMS.633,,0,0,0,0
WGS.605,WGS.605,,8,0,8,2
WGS.400,WGS.400,,8,0,8,2
WGS.615,WGS.615,,0,0,0,0
18.175,18.175,,8,0,8,0
15.232,15.232,,0,0,0,0
11.S950,11.S950,,8,0,8,2
IDS.910,IDS.910,,8,0,8,2
18.200A,18.200A,,5,0,5,0
18.200,18.200,,5,1,6,0
9.42,9.42,,14,0,14,0
WGS.680,WGS.680,,0,0,0,0
WGS.S10,WGS.S10,,0,0,0,0
18.211,18.211,,4,0,4,4
WGS.610,WGS.610,,0,0,0,0
21M.445,21M.445,,0,0,0,0
WGS.600,WGS.600,,0,0,0,0
18.219,18.219,,8,0,8,2
CC.802,CC.802,,5,0,5,4
IDS.950,IDS.950,,0,0,0,0
WGS.645,WGS.645,,0,0,0,0
8.971,8.971,,8,0,8,2
WGS.640,WGS.640,,0,0,0,0
14.54,14.54,,2,0,2,3
18.327,18.327,,8,0,8,2
CC.S20,CC.S20,,0,0,0,0
SP.801,SP.801,,5,0,5,0
SP.800,SP.800,,0,0,0,0
18.330,18.330,,3,0,3,4
2.014,2.014,,15,0,15,4
8.962,8.962,,3,0,3,4
21M.862,21M.862,,0,0,0,0
WGS.700,WGS.700,,0,0,0,0
CMS.790,CMS.790,,8,0,8,2
WGS.UR,WGS.UR,,8,0,8,2
21W.026,21W.026,,0,0,0,0
12.340,12.340,,4,0,4,4
WGS.109,WGS.109,,0,0,0,0
18.062,18.062,,0,1,1,1
ESD.THG,ESD.THG,,8,0,8,2
4.601,4.601,,0,0,0,0
9.20,9.20,,3,1,4,0
11.S953,11.S953,,8,0,8,2
CMS.796,CMS.796,,8,0,8,2
ES.011,ES.011,,0,0,0,0
IDS.960,IDS.960,,0,0,0,0
18.701,18.701,,15,13,28,1
22.05,22.05,,3,0,3,4
18.355,18.355,,8,0,8,0
18.357,18.357,,16,0,16,0
18.367,18.367,,8,0,8,2
ES.113,ES.113,,0,0,0,0
4.602,4.602,,0,0,0,0
21M.460,21M.460,,0,0,0,0
STS.THT,STS.THT,,0,0,0,0
ES.1801,ES.1801,,0,0,0,0
18.384,18.384,,15,0,15,0
22.055,22.055,,8,0,8,2
18.397,18.397,,0,0,0,0
6.823,6.823,,4,0,4,0
11.002J,11.002J,,0,1,1,3
11.S954,11.S954,,8,0,8,2
CMS.791,CMS.791,,7,0,7,0
22.06,22.06,,4,1,5,0
4.603,4.603,,0,0,0,0
ES.200,ES.200,,8,0,8,2
12.349,12.349,,2,0,2,4
9.26,9.26,,5,0,5,3
18.417,18.417,,12,0,12,0
22.071,22.071,,5,0,5,0
2.372,2.372,,0,1,1,4
ES.182A,ES.182A,,8,0,8,1
8.982,8.982,,8,0,8,2
2.04A,2.04A,,4,1,5,0
22.091,22.091,,8,0,8,2
ES.210,ES.210,,8,0,8,2
HST.723,HST.723,,8,0,8,2
11.S955,11.S955,,8,0,8,2
17.202,17.202,,8,0,8,2
8.S301,8.S301,,8,0,8,2
22.093,22.093,,9,0,9,2
16.984,16.984,,0,0,0,0
15.372,15.372,,0,0,0,0
4.605,4.605,,0,0,0,0
18.455,18.455,,14,0,14,0
18.510,18.510,,0,1,1,1
PERMISSION.,PERMISSION.,,0,1,1,4
22.11,22.11,,11,0,11,0
17.251,17.251,,13,0,13,0
18.515,18.515,,8,0,8,2
7.349,7.349,,6,0,6,0
6.057,6.057,,0,0,0,0
18.600,18.600,,8,7,15,1
22.13,22.13,,13,0,13,0
2.06,2.06,,4,8,12,4
MAS.665,MAS.665,,8,0,8,2
18.642,18.642,,4,0,4,1
18.999,18.999,,8,0,8,2
9.33,9.33,,0,0,0,0
22.12,22.12,,12,0,12,0
22.14,22.14,,12,0,12,2
15.3781,15.3781,,8,0,8,2
4.607,4.607,,12,0,12,0
12.163,12.163,,11,0,11,4
8.298,8.298,,8,0,8,2
11.S957,11.S957,,8,0,8,2
17.264,17.264,,8,0,8,2
22.15,22.15,,12,0,12,0
22.211,22.211,,4,1,5,0
17.265,17.265,,0,0,0,0
15.S08,15.S08,,8,0,8,2
22.212,22.212,,3,0,3,0
18.721,18.721,,2,0,2,1
18.727,18.727,,6,0,6,0
11.S958,11.S958,,8,0,8,2
6.980,6.980,,0,0,0,0
18.748,18.748,,8,0,8,2
18.747,18.747,,6,0,6,0
18.745,18.745,,6,0,6,0
18.755,18.755,,6,0,6,1
18.781,18.781,,0,0,0,0
18.783,18.783,,15,0,15,0
15.393,15.393,,0,0,0,0
18.785,18.785,,6,0,6,0
17.905,17.905,,0,0,0,0
7.37,7.37,,13,0,13,4
16.S198,16.S198,,8,0,8,2
15.S10,15.S10,,8,0,8,2
18.786,18.786,,5,0,5,0
8.S10,8.S10,,0,0,0,0
18.787,18.787,,8,0,8,2
18.821,18.821,,0,0,0,0
18.901,18.901,,15,2,17,1
18.904,18.904,,5,0,5,0
15.397,15.397,,0,0,0,0
18.906,18.906,,6,0,6,0
18.905,18.905,,3,0,3,1
7.391,7.391,,0,0,0,0
18.917,18.917,,6,0,6,0
21G.306,21G.306,,13,0,13,3
18.919,18.919,,6,0,6,0
18.937,18.937,,8,0,8,2
15.662,15.662,,0,0,0,0
2.092,2.092,,2,0,2,4
18.950,18.950,,7,0,7,1
8.S30,8.S30,,0,0,0,0
15.S11,15.S11,,8,0,8,2
IDS.437,IDS.437,,8,0,8,2
21M.410,21M.410,,0,0,0,0
4.THG,4.THG,,8,1,9,7
11.384,11.384,,8,0,8,2
18.S096,18.S096,,8,0,8,2
18.S097,18.S097,,8,0,8,2
7.410,7.410,,8,0,8,2
18.S996,18.S996,,8,0,8,2
10.THG,10.THG,,8,0,8,2
21H.185,21H.185,,0,0,0,0
15.S12,15.S12,,8,0,8,2
15.415,15.415,,0,3,3,3
7.392,7.392,,0,0,0,0
6.775,6.775,,5,0,5,0
15.282,15.282,,0,0,0,0
18.S995,18.S995,,8,0,8,2
20.001,20.001,,0,0,0,0
20.002,20.002,,0,0,0,0
20.385,20.385,,0,0,0,0
20.102,20.102,,3,0,3,4
11.385,11.385,,5,0,5,0
20.109,20.109,,5,1,6,4
8.S50,8.S50,,0,0,0,0
22.081,22.081,,8,0,8,2
20.200,20.200,,8,0,8,2
20.201,20.201,,8,0,8,2
20.202,20.202,,8,0,8,2
ES.S11,ES.S11,,0,0,0,0
16.S298,16.S298,,8,0,8,2
10.THU,10.THU,,0,0,0,0
7.499,7.499,,3,0,3,3
20.213,20.213,,12,0,12,0
20.207,20.207,,2,0,2,4
9.S918,9.S918,,8,0,8,2
2.071,2.071,,4,0,4,0
11.386,11.386,,5,0,5,0
ES.S31,ES.S31,,0,0,0,0
15.S14,15.S14,,8,0,8,2
15.431,15.431,,6,0,6,0
12.214,12.214,,5,0,5,0
16.S299,16.S299,,8,0,8,2
20.300,20.300,,8,0,8,2
15.283,15.283,,0,0,0,0
18.S997,18.S997,,8,0,8,2
15.4311,15.4311,,5,0,5,0
ES.S50,ES.S50,,0,0,0,0
15.284,15.284,,0,0,0,0
6.100,6.100,,0,0,0,0
ES.S60,ES.S60,,0,0,0,0
11.387,11.387,,8,0,8,2
9.012,9.012,,8,0,8,2
12.307,12.307,,2,0,2,4
16.S398,16.S398,,8,0,8,2
22.912,22.912,,0,0,0,0
14.06,14.06,,2,3,5,3
18.S998,18.S998,,8,0,8,2
2.852,2.852,,14,0,14,0
MAS.826,MAS.826,,8,0,8,0
12.310,12.310,,2,0,2,4
7.41,7.41,,4,0,4,0
15.S16,15.S16,,8,0,8,2
20.465,20.465,,3,0,3,3
8.THU,8.THU,,0,0,0,0
14.05,14.05,,3,0,3,3
20.475,20.475,,12,0,12,4
20.380,20.380,,4,0,4,4
22.921,22.921,,0,0,0,0
12.315,12.315,,14,0,14,0
18.THG,18.THG,,8,0,8,2
2.853,2.853,,4,0,4,0
16.S498,16.S498,,8,0,8,2
11.002,11.002,,0,0,0,0
22.93,22.93,,0,0,0,0
9.01,9.01,,0,6,6,3
9.63,9.63,,3,0,3,0
20.440,20.440,,8,1,9,2
WGS.URG,WGS.URG,,8,0,8,2
15.454,15.454,,0,0,0,0
20.450,20.450,,10,0,10,2
6.336,6.336,,6,0,6,0
15.S18,15.S18,,8,0,8,2
16.225,16.225,,8,0,8,2
22.94,22.94,,0,0,0,0
2.098,2.098,,2,0,2,1
18.UR,18.UR,,8,0,8,2
15.792,15.792,,0,0,0,0
20.560,20.560,,8,0,8,2
20.902,20.902,,8,0,8,2
20.903,20.903,,8,0,8,2
20.920,20.920,,0,0,0,0
20.950,20.950,,8,0,8,2
12.411,12.411,,7,0,7,0
20.951,20.951,,8,0,8,2
21L.310,21L.310,,0,0,0,0
20.960,20.960,,8,0,8,2
20.BME,20.BME,,0,0,0,0
15.S19,15.S19,,8,0,8,2
20.S900,20.S900,,8,0,8,2
20.S901,20.S901,,0,0,0,0
21G.072,21G.072,,0,0,0,0
22.62,22.62,,4,0,4,0
11.004,11.004,,0,0,0,0
7.433,7.433,,8,0,8,2
2.682,2.682,,5,0,5,0
22.63,22.63,,8,0,8,2
9.77,9.77,,4,0,4,3
2.12,2.12,,5,0,5,0
14.770,14.770,,0,0,0,0
12.338,12.338,,8,0,8,2
14.137,14.137,,0,0,0,0
20.S947,20.S947,,8,0,8,2
7.434,7.434,,8,0,8,2
11.405,11.405,,8,0,8,2
9.901,9.901,,0,0,0,0
22.67,22.67,,7,0,7,0
20.UR,20.UR,,0,0,0,0
9.85,9.85,,3,1,4,0
9.014,9.014,,0,0,0,0
21.UR,21.UR,,0,0,0,0
16.S599,16.S599,,8,0,8,2
9.91,9.91,,0,0,0,0
21.URG,21.URG,,0,0,0,0
SCM.263,SCM.263,,0,0,0,0
22.01,22.01,,0,1,1,4
9.921,9.921,,8,0,8,2
22.012,22.012,,0,0,0,0
9.919,9.919,,0,0,0,0
15.373,15.373,,0,0,0,0
15.434,15.434,,6,1,7,0
2.14,2.14,,4,1,5,0
9.S52,9.S52,,0,0,0,0
STS.087,STS.087,,0,0,0,0
9.95,9.95,,0,0,0,0
21M.603,21M.603,,0,0,0,0
15.4341,15.4341,,5,0,5,0
9.97,9.97,,0,0,0,0
WGS.115,WGS.115,,0,0,0,0
7.436,7.436,,8,0,8,2
15.436,15.436,,6,0,6,0
5.062,5.062,,4,0,4,0
22.09,22.09,,4,0,4,0
21L.325,21L.325,,0,0,0,0
SCM.264,SCM.264,,0,0,0,0
15.S22,15.S22,,8,0,8,2
21M.604,21M.604,,0,0,0,0
22.213,22.213,,3,0,3,0
22.251,22.251,,4,0,4,0
21G.103,21G.103,,13,0,13,0
22.312,22.312,,10,1,11,4
22.315,22.315,,8,0,8,2
7.438,7.438,,8,0,8,2
9.09,9.09,,0,2,2,3
22.38,22.38,,8,0,8,2
22.39,22.39,,2,0,2,4
17.450,17.450,,8,0,8,2
22.901,22.901,,8,0,8,2
12.114,12.114,,0,1,1,0
17.468,17.468,,8,0,8,2
HST.584,HST.584,,8,0,8,2
15.S23,15.S23,,8,0,8,2
22.911,22.911,,0,0,0,0
22.615,22.615,,7,0,7,0
21G.105,21G.105,,14,0,14,0
17.473,17.473,,0,0,0,0
12.333,12.333,,11,0,11,4
21G.107,21G.107,,8,0,8,2
22.814,22.814,,0,0,0,0
22.S094,22.S094,,0,0,0,0
15.846,15.846,,5,0,5,0
17.478,17.478,,8,0,8,2
21G.717J,21G.717J,,0,1,1,3
17.480,17.480,,8,0,8,2
6.820,6.820,,5,0,5,0
22.616,22.616,,5,0,5,0
22.617,22.617,,12,0,12,0
17.484,17.484,,8,0,8,2
21G.109,21G.109,,14,0,14,0
22.78,22.78,,8,0,8,2
21G.113,21G.113,,13,1,14,3
22.812,22.812,,8,0,8,2
6.826,6.826,,8,0,8,2
17.50,17.50,,0,0,0,0
15.941,15.941,,0,0,0,0
15.467,15.467,,5,0,5,0
15.026,15.026,,11,0,11,3
7.411,7.411,,8,0,8,2
2.131,2.131,,8,0,8,2
WGS.142,WGS.142,,0,0,0,0
12.372,12.372,,8,0,8,2
11.431,11.431,,8,1,9,6
12.373,12.373,,3,0,3,4
12.377,12.377,,8,0,8,2
17.523,17.523,,0,0,0,0
2.122,2.122,,2,0,2,4
21H.226,21H.226,,0,0,0,0
9.19,9.19,,12,0,12,3
EC.716,EC.716,,0,0,0,0
2.690,2.690,,2,0,2,14
12.387,12.387,,0,0,0,0
12.422,12.422,,13,0,13,0
16.83,16.83,,8,0,8,2
12.390,12.390,,5,0,5,0
10.03,10.03,,0,0,0,0
12.44,12.44,,0,0,0,0
12.440,12.440,,8,0,8,2
12.441,12.441,,8,0,8,2
12.400,12.400,,8,0,8,1
12.443,12.443,,8,0,8,2
12.445,12.445,,8,0,8,2
12.446,12.446,,0,0,0,0
WGS.150,WGS.150,,0,0,0,0
12.449,12.449,,8,0,8,2
12.450,12.450,,8,0,8,2
14.129,14.129,,13,0,13,0
12.451,12.451,,8,0,8,2
12.453,12.453,,8,0,8,2
12.454,12.454,,8,0,8,2
12.456,12.456,,8,0,8,2
22.S905,22.S905,,8,0,8,2
12.460,12.460,,8,0,8,2
9.S916,9.S916,,8,0,8,2
12.461,12.461,,8,0,8,2
12.475,12.475,,8,0,8,2
2.979,2.979,,0,0,0,0
12.409,12.409,,0,0,0,0
6.003,6.003,,3,13,16,4
11.432,11.432,,3,0,3,6
2.681,2.681,,16,0,16,0
1.S979,1.S979,,8,0,8,2
2.98,2.98,,0,0,0,0
21L.431,21L.431,,0,0,0,0
12.492,12.492,,0,0,0,0
12.510,12.510,,6,0,6,0
2.981,2.981,,0,0,0,0
2.141,2.141,,8,0,8,2
22.THT,22.THT,,0,0,0,0
22.S092,22.S092,,0,0,0,0
12.525,12.525,,8,0,8,2
22.S093,22.S093,,0,0,0,0
21A.104,21A.104,,0,0,0,0
21L.435,21L.435,,0,0,0,0
2.20,2.20,,6,4,10,4
22.S902,22.S902,,8,0,8,2
2.99,2.99,,0,0,0,0
-,-,,0,1,1,2
/,/,,0,1,1,2
22.S904,22.S904,,8,0,8,2
16.395,16.395,,13,0,13,0
6.829,6.829,,12,0,12,0
12.552,12.552,,5,0,5,0
12.540,12.540,,3,0,3,4
12.560,12.560,,8,0,8,2
